Student_ID,Age,Gender,Grade_Level,Field_of_Study,Usage_of_VR_in_Education,Hours_of_VR_Usage_Per_Week,Engagement_Level,Improvement_in_Learning_Outcomes,Subject,Instructor_VR_Proficiency,Perceived_Effectiveness_of_VR,Access_to_VR_Equipment,Impact_on_Creativity,Stress_Level_with_VR_Usage,Collaboration_with_Peers_via_VR,Feedback_from_Educators_on_VR,Interest_in_Continuing_VR_Based_Learning,Region,School_Support_for_VR_in_Curriculum
STUD2294,18,Male,High School,Education,No,5,4,No,Art,Advanced,1,No,4,High,No,Negative,No,Oceania,Yes
STUD2295,14,Prefer not to say,High School,Law,No,8,1,Yes,Art,Intermediate,3,Yes,2,Low,Yes,Neutral,No,South America,Yes
STUD2296,17,Female,Postgraduate,Engineering,No,2,3,Yes,Math,Intermediate,5,No,2,Medium,No,Positive,Yes,Africa,No
STUD2297,28,Non-binary,Postgraduate,Medicine,Yes,4,5,Yes,Computer Science,Advanced,2,No,2,High,Yes,Positive,Yes,Oceania,Yes
STUD2298,29,Male,High School,Science,No,10,2,Yes,Math,Advanced,3,Yes,3,High,No,Negative,No,North America,Yes
STUD2299,20,Female,Postgraduate,Science,No,10,3,Yes,Computer Science,Intermediate,2,No,4,Medium,Yes,Neutral,No,Europe,No
STUD2300,15,Prefer not to say,Undergraduate,Law,Yes,6,1,No,Biology,Beginner,5,No,5,Medium,Yes,Neutral,Yes,South America,Yes
STUD2301,13,Non-binary,Postgraduate,Medicine,Yes,6,1,Yes,History,Beginner,5,No,3,High,Yes,Positive,Yes,Europe,Yes
STUD2302,12,Non-binary,Postgraduate,Law,No,3,1,Yes,Physics,Beginner,4,No,3,High,Yes,Neutral,No,South America,No
STUD2303,15,Non-binary,Undergraduate,Arts,No,3,4,No,History,Intermediate,4,No,5,Low,Yes,Neutral,No,Asia,Yes
STUD2304,27,Non-binary,High School,Medicine,No,10,2,No,History,Beginner,1,Yes,3,Medium,No,Positive,Yes,Asia,Yes
STUD2305,17,Prefer not to say,Undergraduate,Engineering,No,4,3,No,Biology,Beginner,5,No,5,High,Yes,Positive,No,Africa,No
STUD2306,16,Male,Undergraduate,Science,Yes,0,3,No,Art,Intermediate,2,No,1,Low,Yes,Neutral,No,South America,Yes
STUD2307,19,Female,Undergraduate,Education,No,8,1,Yes,Math,Beginner,2,No,4,Medium,No,Negative,No,Oceania,Yes
STUD2308,23,Prefer not to say,Postgraduate,Business,No,10,4,No,Math,Intermediate,2,Yes,3,Medium,No,Neutral,Yes,Europe,No
STUD2309,22,Female,Undergraduate,Business,No,3,1,Yes,Art,Advanced,4,No,1,High,No,Positive,No,Europe,No
STUD2310,19,Prefer not to say,Postgraduate,Education,No,0,5,No,Art,Intermediate,5,No,5,Low,No,Neutral,No,North America,No
STUD2311,28,Female,High School,Arts,Yes,2,5,No,Math,Beginner,5,No,5,Medium,Yes,Negative,No,Asia,Yes
STUD2312,30,Female,Undergraduate,Engineering,No,4,3,No,Art,Intermediate,4,Yes,1,Medium,No,Positive,Yes,Asia,No
STUD2313,13,Female,Undergraduate,Law,Yes,6,2,Yes,Economics,Advanced,5,Yes,4,Low,Yes,Neutral,Yes,Africa,No
STUD2314,16,Female,High School,Engineering,Yes,6,3,Yes,Economics,Beginner,3,Yes,5,Medium,No,Negative,No,Oceania,No
STUD2315,28,Male,Undergraduate,Arts,No,9,5,No,Math,Intermediate,5,No,4,Low,No,Neutral,No,Asia,Yes
STUD2316,13,Prefer not to say,Postgraduate,Arts,Yes,8,5,Yes,Computer Science,Intermediate,2,No,1,High,No,Neutral,No,North America,No
STUD2317,19,Non-binary,High School,Business,No,4,1,No,Math,Beginner,3,Yes,2,Low,No,Negative,Yes,South America,Yes
STUD2318,20,Prefer not to say,High School,Education,No,1,3,Yes,Physics,Intermediate,2,Yes,2,High,Yes,Positive,No,Asia,Yes
STUD2319,16,Non-binary,Undergraduate,Engineering,No,1,4,Yes,History,Advanced,2,No,5,Medium,Yes,Neutral,No,Europe,Yes
STUD2320,28,Male,Postgraduate,Science,Yes,7,4,Yes,Biology,Advanced,4,Yes,1,Medium,No,Positive,No,Africa,No
STUD2321,29,Female,High School,Medicine,No,3,4,No,Economics,Beginner,1,Yes,4,Low,Yes,Positive,No,Asia,No
STUD2322,28,Female,Postgraduate,Arts,No,5,1,Yes,Computer Science,Advanced,3,No,4,Low,Yes,Neutral,No,Oceania,Yes
STUD2323,18,Male,Postgraduate,Medicine,Yes,0,5,Yes,Physics,Beginner,5,Yes,1,Low,No,Neutral,Yes,North America,No
STUD2324,16,Male,High School,Engineering,Yes,9,5,Yes,History,Advanced,4,No,5,High,No,Positive,Yes,Europe,No
STUD2325,14,Non-binary,Postgraduate,Science,Yes,7,4,Yes,Math,Advanced,2,Yes,1,Medium,Yes,Positive,Yes,Oceania,Yes
STUD2326,21,Male,Undergraduate,Science,No,3,1,Yes,Computer Science,Beginner,1,Yes,5,Medium,Yes,Negative,No,Africa,Yes
STUD2327,22,Prefer not to say,High School,Education,No,10,4,Yes,Art,Beginner,3,Yes,5,High,No,Neutral,No,South America,No
STUD2328,25,Non-binary,Postgraduate,Business,Yes,5,3,Yes,Biology,Advanced,2,No,2,Low,No,Positive,Yes,Oceania,Yes
STUD2329,24,Male,Undergraduate,Medicine,No,2,5,No,Physics,Intermediate,1,No,1,Low,Yes,Negative,No,Asia,Yes
STUD2330,26,Prefer not to say,High School,Business,Yes,4,2,Yes,Economics,Advanced,4,Yes,5,Medium,No,Neutral,Yes,Oceania,No
STUD2331,15,Prefer not to say,Undergraduate,Law,Yes,8,1,Yes,Biology,Intermediate,1,Yes,4,Medium,Yes,Positive,No,Europe,No
STUD2332,23,Male,Undergraduate,Medicine,Yes,4,3,Yes,Biology,Beginner,3,No,4,Medium,Yes,Positive,No,Africa,Yes
STUD2333,20,Non-binary,Undergraduate,Arts,Yes,2,2,No,History,Beginner,4,Yes,4,High,No,Positive,No,Europe,No
STUD2334,12,Female,Undergraduate,Science,No,4,2,Yes,Math,Intermediate,2,Yes,1,High,Yes,Positive,No,South America,No
STUD2335,24,Female,Postgraduate,Law,Yes,1,1,No,History,Beginner,5,No,4,Low,Yes,Neutral,No,North America,Yes
STUD2336,24,Prefer not to say,High School,Education,Yes,9,3,No,Biology,Advanced,5,Yes,3,Medium,Yes,Negative,Yes,Asia,Yes
STUD2337,29,Non-binary,High School,Medicine,Yes,8,4,Yes,History,Beginner,1,No,2,High,Yes,Positive,No,Africa,No
STUD2338,13,Prefer not to say,Postgraduate,Engineering,Yes,3,3,No,Computer Science,Beginner,5,Yes,1,High,No,Negative,No,South America,Yes
STUD2339,22,Male,Postgraduate,Law,Yes,9,5,No,Computer Science,Beginner,4,Yes,3,High,No,Neutral,Yes,Europe,No
STUD2340,30,Non-binary,Postgraduate,Education,No,0,1,Yes,Art,Advanced,5,No,1,High,Yes,Neutral,Yes,South America,Yes
STUD2341,26,Prefer not to say,Postgraduate,Medicine,Yes,2,2,No,Biology,Beginner,3,Yes,2,High,Yes,Positive,Yes,Oceania,Yes
STUD2342,26,Prefer not to say,High School,Law,No,4,3,Yes,Computer Science,Advanced,1,No,5,Medium,Yes,Neutral,Yes,Oceania,No
STUD2343,25,Male,High School,Medicine,No,0,4,No,Physics,Advanced,5,Yes,1,High,Yes,Negative,Yes,Europe,No
STUD2344,26,Female,Undergraduate,Medicine,No,7,1,No,History,Intermediate,4,Yes,1,Medium,Yes,Positive,No,Asia,No
STUD2345,26,Non-binary,High School,Science,Yes,8,2,Yes,Computer Science,Advanced,2,Yes,5,High,Yes,Negative,Yes,North America,Yes
STUD2346,25,Non-binary,High School,Arts,Yes,10,2,No,Math,Intermediate,1,No,3,High,No,Negative,No,North America,No
STUD2347,23,Male,High School,Business,No,4,3,Yes,Computer Science,Advanced,1,Yes,3,High,No,Positive,Yes,North America,Yes
STUD2348,25,Non-binary,Undergraduate,Education,Yes,0,3,Yes,Computer Science,Advanced,2,No,4,Medium,Yes,Positive,No,Oceania,No
STUD2349,22,Male,Postgraduate,Arts,No,0,3,No,Physics,Advanced,2,Yes,4,Low,No,Positive,Yes,South America,No
STUD2350,12,Prefer not to say,Postgraduate,Science,No,2,1,Yes,Physics,Beginner,1,No,3,High,Yes,Neutral,Yes,Asia,No
STUD2351,17,Female,Undergraduate,Engineering,No,5,1,Yes,Physics,Beginner,4,No,1,Medium,Yes,Positive,No,Africa,No
STUD2352,12,Non-binary,Postgraduate,Arts,Yes,5,2,Yes,History,Intermediate,3,Yes,2,High,No,Positive,Yes,Africa,Yes
STUD2353,16,Female,Postgraduate,Engineering,No,7,5,Yes,Art,Beginner,5,Yes,1,Low,No,Negative,Yes,Oceania,No
STUD2354,12,Female,High School,Arts,Yes,2,4,Yes,History,Beginner,1,No,1,Medium,Yes,Neutral,Yes,Europe,Yes
STUD2355,21,Female,Undergraduate,Law,No,6,1,Yes,Computer Science,Advanced,2,No,5,Medium,Yes,Neutral,Yes,Asia,Yes
STUD2356,26,Female,Undergraduate,Engineering,No,2,3,No,Biology,Beginner,4,Yes,1,Low,Yes,Positive,No,Asia,Yes
STUD2357,19,Female,Postgraduate,Law,No,4,1,No,Computer Science,Advanced,2,Yes,1,High,Yes,Negative,No,Europe,No
STUD2358,13,Prefer not to say,Undergraduate,Engineering,Yes,4,2,No,Computer Science,Beginner,1,Yes,3,Low,Yes,Neutral,No,Oceania,Yes
STUD2359,22,Non-binary,Undergraduate,Engineering,Yes,0,3,Yes,Physics,Advanced,5,Yes,1,High,Yes,Positive,Yes,South America,No
STUD2360,12,Non-binary,Postgraduate,Arts,No,2,1,Yes,Economics,Beginner,1,Yes,3,High,Yes,Negative,No,Africa,Yes
STUD2361,23,Male,Undergraduate,Law,No,2,1,No,Computer Science,Intermediate,2,No,1,Medium,Yes,Neutral,Yes,Europe,No
STUD2362,27,Female,High School,Medicine,No,8,3,Yes,Economics,Advanced,5,No,5,Low,Yes,Positive,Yes,Asia,Yes
STUD2363,28,Non-binary,Postgraduate,Engineering,No,3,1,Yes,Computer Science,Advanced,2,No,5,Medium,No,Neutral,No,Europe,Yes
STUD2364,18,Female,Postgraduate,Science,Yes,9,2,Yes,Math,Intermediate,3,Yes,3,High,No,Negative,Yes,North America,No
STUD2365,26,Non-binary,High School,Arts,Yes,2,1,No,Computer Science,Beginner,4,No,3,Medium,No,Negative,Yes,Africa,No
STUD2366,28,Male,Undergraduate,Law,No,5,4,No,Math,Intermediate,3,Yes,5,Low,No,Positive,Yes,Asia,No
STUD2367,18,Female,High School,Education,Yes,8,3,Yes,Economics,Advanced,2,No,5,Medium,Yes,Negative,Yes,Europe,No
STUD2368,12,Male,High School,Business,No,1,1,No,Computer Science,Advanced,1,No,2,Low,Yes,Neutral,No,North America,Yes
STUD2369,19,Male,Undergraduate,Business,No,10,1,Yes,Art,Beginner,5,No,2,Low,Yes,Positive,Yes,Africa,No
STUD2370,26,Male,High School,Business,No,1,4,No,Biology,Beginner,1,Yes,3,Low,No,Negative,Yes,Asia,No
STUD2371,12,Prefer not to say,High School,Medicine,Yes,7,1,Yes,Economics,Advanced,3,No,2,Medium,No,Positive,Yes,Europe,Yes
STUD2372,19,Prefer not to say,Postgraduate,Business,No,0,2,Yes,Computer Science,Intermediate,4,No,3,Medium,No,Negative,Yes,Africa,No
STUD2373,13,Non-binary,Undergraduate,Science,Yes,10,5,No,History,Intermediate,4,Yes,3,Medium,Yes,Positive,Yes,Asia,No
STUD2374,17,Male,Undergraduate,Medicine,Yes,6,5,No,Biology,Beginner,5,Yes,4,Low,Yes,Positive,Yes,Asia,Yes
STUD2375,12,Non-binary,High School,Arts,No,7,5,Yes,Math,Beginner,5,No,2,High,No,Negative,No,Africa,No
STUD2376,26,Non-binary,High School,Science,Yes,0,1,Yes,Art,Advanced,3,Yes,3,High,No,Negative,No,Africa,Yes
STUD2377,22,Prefer not to say,Postgraduate,Law,No,6,3,Yes,Physics,Intermediate,5,Yes,2,Medium,No,Positive,No,South America,No
STUD2378,21,Non-binary,Undergraduate,Arts,No,1,2,Yes,Computer Science,Intermediate,2,No,5,High,No,Neutral,No,South America,No
STUD2379,15,Female,Undergraduate,Science,No,2,1,No,Physics,Advanced,3,Yes,5,Low,Yes,Positive,No,South America,Yes
STUD2380,14,Female,High School,Science,No,10,4,No,Math,Intermediate,5,No,4,Low,No,Positive,No,South America,No
STUD2381,27,Male,High School,Medicine,Yes,0,1,No,Biology,Beginner,3,No,4,Low,Yes,Positive,No,Europe,Yes
STUD2382,29,Non-binary,Postgraduate,Engineering,No,6,3,Yes,History,Advanced,2,No,2,Low,No,Negative,Yes,Africa,No
STUD2383,23,Non-binary,Postgraduate,Medicine,No,8,5,Yes,Computer Science,Advanced,1,Yes,2,High,No,Neutral,Yes,North America,No
STUD2384,15,Prefer not to say,High School,Engineering,Yes,2,2,Yes,History,Intermediate,2,No,5,High,Yes,Negative,Yes,Oceania,No
STUD2385,18,Male,High School,Science,Yes,10,3,Yes,Math,Intermediate,5,No,2,High,No,Positive,No,Oceania,No
STUD2386,18,Prefer not to say,Undergraduate,Medicine,Yes,4,3,Yes,Art,Advanced,3,Yes,5,High,Yes,Negative,Yes,South America,No
STUD2387,21,Prefer not to say,Postgraduate,Medicine,No,7,4,Yes,History,Advanced,2,Yes,3,Medium,No,Positive,Yes,Europe,Yes
STUD2388,14,Female,High School,Education,No,5,4,Yes,Art,Beginner,5,No,3,Low,Yes,Positive,Yes,Africa,Yes
STUD2389,18,Prefer not to say,Postgraduate,Science,Yes,4,5,Yes,Economics,Beginner,2,No,4,High,Yes,Positive,No,Asia,Yes
STUD2390,12,Non-binary,Undergraduate,Business,Yes,0,4,No,Computer Science,Intermediate,4,Yes,5,Medium,Yes,Neutral,No,Asia,Yes
STUD2391,28,Male,Postgraduate,Engineering,Yes,5,5,Yes,History,Advanced,3,Yes,1,High,Yes,Positive,No,South America,No
STUD2392,19,Male,Undergraduate,Arts,No,8,5,No,Physics,Advanced,3,No,5,Low,No,Neutral,Yes,North America,Yes
STUD2393,29,Male,Postgraduate,Law,Yes,6,5,No,Economics,Advanced,1,No,1,Medium,Yes,Negative,Yes,Asia,Yes
STUD2394,30,Male,Postgraduate,Medicine,No,3,1,No,Physics,Beginner,4,No,3,High,No,Neutral,No,Africa,No
STUD2395,23,Prefer not to say,High School,Law,Yes,2,1,Yes,Biology,Beginner,4,Yes,5,High,No,Negative,No,Europe,No
STUD2396,22,Prefer not to say,High School,Science,Yes,6,1,No,Art,Intermediate,3,Yes,2,High,No,Positive,Yes,Africa,Yes
STUD2397,16,Non-binary,Undergraduate,Business,Yes,9,3,Yes,Economics,Advanced,1,No,3,Low,No,Neutral,No,Europe,Yes
STUD2398,16,Prefer not to say,Postgraduate,Business,No,1,5,Yes,Art,Intermediate,2,No,2,Low,No,Negative,No,Europe,No
STUD2399,20,Female,Postgraduate,Engineering,No,10,2,No,Economics,Beginner,1,Yes,3,High,Yes,Positive,No,Europe,No
STUD2400,27,Non-binary,Undergraduate,Engineering,Yes,1,3,No,Art,Intermediate,2,No,4,Low,Yes,Negative,No,Europe,Yes
STUD2401,27,Prefer not to say,Undergraduate,Business,Yes,2,4,No,Physics,Advanced,1,Yes,4,High,Yes,Positive,No,North America,Yes
STUD2402,29,Female,Postgraduate,Education,Yes,10,5,Yes,History,Beginner,1,Yes,4,Low,No,Positive,Yes,Europe,No
STUD2403,14,Female,High School,Arts,Yes,6,1,Yes,History,Advanced,2,Yes,4,Medium,No,Neutral,No,North America,Yes
STUD2404,21,Non-binary,Undergraduate,Medicine,No,9,5,No,Computer Science,Advanced,3,Yes,1,Low,No,Positive,Yes,Europe,No
STUD2405,22,Prefer not to say,Postgraduate,Medicine,No,2,4,Yes,History,Advanced,3,Yes,2,Medium,Yes,Positive,No,North America,No
STUD2406,23,Female,Postgraduate,Science,No,8,5,No,Biology,Beginner,5,Yes,4,Medium,No,Neutral,No,North America,Yes
STUD2407,16,Prefer not to say,High School,Arts,Yes,9,4,Yes,Math,Advanced,4,Yes,5,Medium,No,Negative,No,South America,No
STUD2408,27,Prefer not to say,Postgraduate,Engineering,Yes,0,3,Yes,Economics,Beginner,5,Yes,3,Low,Yes,Positive,Yes,Europe,No
STUD2409,14,Non-binary,Undergraduate,Arts,Yes,10,4,No,Economics,Beginner,1,Yes,5,Medium,Yes,Negative,No,South America,No
STUD2410,18,Male,High School,Science,No,2,1,Yes,Art,Advanced,3,Yes,5,High,No,Neutral,Yes,Africa,Yes
STUD2411,14,Female,Undergraduate,Engineering,Yes,7,3,Yes,Art,Advanced,4,Yes,5,High,Yes,Neutral,No,North America,Yes
STUD2412,30,Non-binary,Postgraduate,Engineering,No,7,2,Yes,Math,Advanced,1,No,1,Low,Yes,Neutral,Yes,Africa,Yes
STUD2413,12,Female,Postgraduate,Engineering,Yes,8,2,No,Math,Intermediate,5,No,5,High,Yes,Neutral,Yes,North America,Yes
STUD2414,24,Female,High School,Science,No,6,4,No,Computer Science,Intermediate,1,Yes,3,Low,No,Negative,No,Asia,Yes
STUD2415,24,Male,Undergraduate,Law,No,3,1,No,Computer Science,Beginner,2,No,3,Low,No,Positive,No,Europe,Yes
STUD2416,13,Male,Postgraduate,Business,No,10,4,Yes,Physics,Beginner,1,Yes,2,Medium,No,Neutral,Yes,Europe,Yes
STUD2417,15,Non-binary,Postgraduate,Engineering,No,10,1,No,Math,Intermediate,1,No,1,High,Yes,Neutral,No,South America,No
STUD2418,19,Female,Undergraduate,Medicine,Yes,0,1,Yes,Physics,Beginner,2,Yes,4,Medium,Yes,Positive,Yes,Europe,Yes
STUD2419,21,Prefer not to say,Postgraduate,Education,Yes,10,3,Yes,Economics,Beginner,3,Yes,4,High,No,Positive,No,Africa,No
STUD2420,18,Non-binary,High School,Engineering,Yes,6,2,No,Math,Advanced,2,Yes,5,Low,Yes,Positive,No,Europe,No
STUD2421,23,Female,High School,Engineering,No,8,2,Yes,Biology,Intermediate,3,No,3,Low,Yes,Positive,No,Africa,No
STUD2422,13,Non-binary,Undergraduate,Business,Yes,1,4,No,Computer Science,Intermediate,1,No,2,High,Yes,Neutral,Yes,Europe,No
STUD2423,25,Male,Undergraduate,Law,No,4,1,Yes,History,Beginner,4,No,3,Medium,No,Negative,Yes,South America,No
STUD2424,13,Non-binary,Postgraduate,Business,Yes,8,5,Yes,Economics,Intermediate,1,Yes,5,Medium,No,Neutral,No,Oceania,Yes
STUD2425,18,Non-binary,Postgraduate,Business,No,6,4,Yes,Biology,Beginner,5,Yes,1,High,Yes,Negative,Yes,Europe,Yes
STUD2426,16,Female,Postgraduate,Engineering,No,4,2,Yes,Math,Intermediate,1,Yes,3,Medium,Yes,Neutral,Yes,North America,No
STUD2427,13,Male,High School,Medicine,Yes,6,1,No,Computer Science,Intermediate,3,No,2,Medium,No,Positive,Yes,Africa,No
STUD2428,30,Female,High School,Medicine,No,5,4,Yes,Physics,Intermediate,4,Yes,4,High,Yes,Negative,No,Africa,No
STUD2429,15,Prefer not to say,High School,Law,Yes,7,3,No,Physics,Beginner,5,Yes,5,Medium,Yes,Positive,No,North America,No
STUD2430,21,Male,Postgraduate,Law,No,7,5,Yes,Economics,Beginner,3,No,3,Low,Yes,Negative,No,Asia,Yes
STUD2431,29,Non-binary,High School,Education,No,5,2,No,Art,Beginner,4,Yes,1,High,No,Positive,No,Africa,No
STUD2432,23,Female,High School,Science,No,3,5,Yes,Computer Science,Advanced,4,No,1,High,Yes,Neutral,No,North America,Yes
STUD2433,29,Male,High School,Education,No,10,3,Yes,History,Beginner,2,Yes,1,High,Yes,Neutral,No,Europe,No
STUD2434,29,Male,Undergraduate,Law,Yes,6,2,Yes,Biology,Beginner,2,No,4,Medium,No,Neutral,No,Oceania,No
STUD2435,29,Female,Undergraduate,Education,No,0,1,Yes,Economics,Advanced,4,Yes,3,Low,No,Negative,Yes,Asia,Yes
STUD2436,18,Non-binary,High School,Business,Yes,1,1,Yes,Computer Science,Beginner,4,No,2,Low,Yes,Neutral,Yes,Europe,Yes
STUD2437,26,Male,Postgraduate,Science,No,3,2,No,Computer Science,Beginner,5,Yes,5,Low,Yes,Negative,Yes,North America,Yes
STUD2438,25,Female,Undergraduate,Engineering,Yes,7,4,Yes,Physics,Intermediate,2,No,4,Medium,No,Positive,Yes,Europe,No
STUD2439,28,Prefer not to say,High School,Arts,No,8,1,No,Math,Intermediate,3,No,2,High,No,Neutral,No,North America,No
STUD2440,13,Female,Postgraduate,Engineering,Yes,7,1,No,Computer Science,Intermediate,1,Yes,4,Medium,Yes,Negative,No,Oceania,Yes
STUD2441,23,Non-binary,Undergraduate,Engineering,Yes,4,5,Yes,History,Advanced,1,No,4,High,No,Negative,No,Asia,No
STUD2442,16,Prefer not to say,High School,Medicine,Yes,0,5,Yes,Math,Intermediate,5,Yes,2,Medium,Yes,Positive,Yes,Europe,Yes
STUD2443,20,Non-binary,Undergraduate,Arts,No,4,3,No,Biology,Beginner,2,Yes,3,Medium,Yes,Neutral,No,Africa,No
STUD2444,25,Male,High School,Business,No,5,3,No,Economics,Intermediate,4,Yes,2,Low,No,Negative,No,Africa,Yes
STUD2445,15,Male,Undergraduate,Education,No,3,2,Yes,Art,Beginner,5,No,2,High,No,Negative,No,Oceania,No
STUD2446,22,Female,Postgraduate,Engineering,Yes,5,5,No,Math,Advanced,4,Yes,1,Low,Yes,Negative,Yes,South America,Yes
STUD2447,21,Non-binary,Undergraduate,Business,No,1,1,No,Math,Advanced,4,No,3,High,No,Neutral,No,Oceania,No
STUD2448,25,Prefer not to say,Undergraduate,Medicine,No,2,1,No,Physics,Advanced,5,No,1,Low,Yes,Negative,No,North America,No
STUD2449,21,Prefer not to say,High School,Science,No,10,3,No,Biology,Intermediate,5,Yes,4,Medium,Yes,Neutral,No,Asia,No
STUD2450,16,Female,Postgraduate,Law,Yes,0,2,Yes,Physics,Intermediate,1,Yes,4,Low,No,Negative,No,Europe,No
STUD2451,20,Non-binary,Undergraduate,Arts,Yes,10,1,No,Economics,Intermediate,1,Yes,5,Medium,No,Neutral,No,North America,Yes
STUD2452,14,Prefer not to say,Undergraduate,Arts,Yes,1,4,Yes,Economics,Intermediate,4,No,3,High,Yes,Neutral,Yes,Oceania,No
STUD2453,21,Female,High School,Arts,No,4,3,Yes,Physics,Beginner,3,No,3,Medium,No,Negative,Yes,Oceania,Yes
STUD2454,23,Female,High School,Engineering,No,5,1,Yes,Art,Intermediate,3,No,2,High,No,Neutral,Yes,Africa,No
STUD2455,15,Male,Undergraduate,Business,No,2,3,Yes,Computer Science,Beginner,4,Yes,3,Low,Yes,Neutral,No,Oceania,No
STUD2456,12,Non-binary,Postgraduate,Engineering,Yes,4,1,No,Math,Advanced,4,Yes,3,High,Yes,Positive,No,Oceania,Yes
STUD2457,28,Non-binary,High School,Law,No,7,2,Yes,Math,Advanced,3,Yes,3,High,No,Neutral,Yes,Africa,No
STUD2458,20,Female,Undergraduate,Law,No,8,4,No,Art,Beginner,2,Yes,3,Low,No,Negative,No,South America,No
STUD2459,13,Female,High School,Law,No,7,5,No,History,Advanced,5,Yes,2,Low,No,Neutral,No,Oceania,No
STUD2460,26,Male,High School,Science,Yes,9,1,Yes,Economics,Beginner,2,No,5,Low,No,Positive,Yes,Europe,No
STUD2461,16,Female,Undergraduate,Education,Yes,5,3,Yes,Art,Advanced,2,Yes,3,Low,Yes,Neutral,No,Asia,Yes
STUD2462,21,Non-binary,Undergraduate,Law,Yes,10,2,Yes,Physics,Intermediate,1,Yes,3,Low,Yes,Negative,Yes,Africa,No
STUD2463,16,Female,Undergraduate,Science,Yes,0,1,No,Physics,Intermediate,5,No,3,Low,No,Positive,No,North America,No
STUD2464,18,Prefer not to say,Undergraduate,Business,Yes,7,2,No,Economics,Beginner,2,Yes,2,Medium,No,Negative,No,North America,No
STUD2465,17,Non-binary,High School,Education,Yes,2,4,No,Biology,Advanced,1,Yes,2,Low,No,Negative,No,South America,Yes
STUD2466,20,Non-binary,High School,Business,No,3,5,Yes,Economics,Intermediate,2,Yes,1,High,No,Negative,Yes,North America,Yes
STUD2467,28,Male,Postgraduate,Business,Yes,6,1,No,Biology,Beginner,5,No,1,Low,Yes,Positive,No,North America,Yes
STUD2468,18,Female,High School,Business,No,3,2,Yes,Physics,Intermediate,1,Yes,5,Low,Yes,Neutral,No,Europe,No
STUD2469,22,Prefer not to say,Undergraduate,Business,No,2,1,No,History,Beginner,1,No,4,High,Yes,Negative,No,North America,Yes
STUD2470,19,Female,High School,Business,No,5,5,No,Computer Science,Intermediate,3,No,5,High,Yes,Positive,No,Europe,No
STUD2471,30,Non-binary,Undergraduate,Education,Yes,9,5,Yes,Computer Science,Advanced,2,No,5,Medium,No,Negative,Yes,Oceania,No
STUD2472,30,Female,High School,Education,No,1,2,Yes,Physics,Advanced,1,Yes,5,Low,Yes,Positive,Yes,Europe,Yes
STUD2473,21,Prefer not to say,Postgraduate,Science,Yes,4,2,No,Biology,Beginner,1,Yes,5,Medium,Yes,Negative,No,Africa,Yes
STUD2474,26,Non-binary,Postgraduate,Medicine,Yes,5,4,Yes,Art,Beginner,1,Yes,4,Medium,No,Positive,Yes,South America,Yes
STUD2475,24,Female,Postgraduate,Science,Yes,6,5,No,Math,Beginner,3,Yes,1,Medium,Yes,Negative,No,North America,No
STUD2476,23,Non-binary,Postgraduate,Business,No,10,4,Yes,Economics,Beginner,1,Yes,1,Low,No,Negative,No,Africa,No
STUD2477,13,Prefer not to say,High School,Education,No,4,4,Yes,Economics,Beginner,3,No,1,Medium,No,Negative,Yes,Africa,No
STUD2478,24,Male,High School,Business,Yes,3,5,No,Physics,Advanced,4,Yes,3,Low,Yes,Neutral,No,Africa,No
STUD2479,26,Male,Undergraduate,Law,Yes,2,1,Yes,Physics,Beginner,2,No,4,Low,No,Positive,No,Oceania,Yes
STUD2480,21,Female,Postgraduate,Engineering,Yes,2,5,No,Economics,Beginner,4,Yes,3,High,Yes,Negative,No,Asia,No
STUD2481,13,Male,High School,Medicine,Yes,10,2,Yes,Computer Science,Intermediate,5,Yes,3,Low,No,Positive,Yes,Europe,Yes
STUD2482,30,Prefer not to say,High School,Business,Yes,9,3,Yes,Economics,Advanced,4,Yes,5,Medium,No,Neutral,Yes,South America,Yes
STUD2483,27,Female,Postgraduate,Medicine,Yes,6,1,No,Computer Science,Beginner,1,Yes,1,Medium,Yes,Neutral,Yes,Africa,Yes
STUD2484,12,Non-binary,Postgraduate,Law,No,4,4,No,Computer Science,Intermediate,2,No,1,High,No,Positive,Yes,Africa,Yes
STUD2485,30,Female,Postgraduate,Education,Yes,8,5,Yes,Art,Beginner,5,No,2,Low,Yes,Neutral,Yes,South America,Yes
STUD2486,14,Prefer not to say,Postgraduate,Business,Yes,0,4,No,Biology,Intermediate,2,No,3,High,Yes,Negative,No,Asia,No
STUD2487,20,Male,Postgraduate,Law,No,10,2,No,Physics,Advanced,2,No,5,Low,Yes,Positive,No,Oceania,No
STUD2488,17,Male,High School,Science,Yes,10,5,Yes,Economics,Intermediate,4,No,5,Medium,Yes,Negative,Yes,Africa,No
STUD2489,23,Male,Undergraduate,Law,Yes,10,1,Yes,Math,Advanced,2,No,1,High,Yes,Neutral,No,Africa,Yes
STUD2490,13,Male,High School,Business,Yes,6,2,No,Art,Beginner,4,No,5,Medium,Yes,Neutral,No,Asia,No
STUD2491,19,Female,Undergraduate,Engineering,No,0,3,Yes,Physics,Beginner,1,Yes,2,Medium,No,Neutral,No,Oceania,Yes
STUD2492,19,Non-binary,Postgraduate,Law,No,7,1,Yes,History,Advanced,5,Yes,5,High,No,Neutral,Yes,Europe,No
STUD2493,17,Female,Undergraduate,Education,Yes,4,3,No,Economics,Intermediate,3,Yes,5,High,No,Positive,Yes,Africa,No
